fecha,region,codigo_iso,casos,fallecidos
2020-05-26,Aysén,CL-AI,12,0
2020-05-26,Magallanes,CL-MA,1031,18
2020-05-27,Arica y Parinacota,CL-AP,541,7
2020-05-27,Tarapacá,CL-TA,1811,11
2020-05-27,Antofagasta,CL-AN,2137,25
2020-05-27,Atacama,CL-AT,197,0
2020-05-27,Coquimbo,CL-CO,455,2
2020-05-27,Valparaíso,CL-VS,2576,58
2020-05-27,Metropolitana,CL-RM,66011,595
2020-05-27,O’Higgins,CL-LI,691,14
2020-05-27,Maule,CL-ML,1066,15
2020-05-27,Ñuble,CL-NB,1174,22
2020-05-27,Biobío,CL-BI,1565,10
2020-05-27,Araucanía,CL-AR,1916,45
2020-05-27,Los Ríos,CL-LR,309,6
2020-05-27,Los Lagos,CL-LL,791,13
2020-05-27,Aysén,CL-AI,12,0
2020-05-27,Magallanes,CL-MA,1037,18
2020-05-28,Arica y Parinacota,CL-AP,562,7
2020-05-28,Tarapacá,CL-TA,1957,12
2020-05-28,Antofagasta,CL-AN,2248,28
2020-05-28,Atacama,CL-AT,202,0
2020-05-28,Coquimbo,CL-CO,482,2
2020-05-28,Valparaíso,CL-VS,2730,60
2020-05-28,Metropolitana,CL-RM,69915,638
2020-05-28,O’Higgins,CL-LI,705,14
2020-05-28,Maule,CL-ML,1120,15
2020-05-28,Ñuble,CL-NB,1205,22
2020-05-28,Biobío,CL-BI,1677,10
2020-05-28,Araucanía,CL-AR,1954,45
2020-05-28,Los Ríos,CL-LR,318,6
2020-05-28,Los Lagos,CL-LL,814,13
2020-05-28,Aysén,CL-AI,14,0
2020-05-28,Magallanes,CL-MA,1040,18
2020-05-29,Arica y Parinacota,CL-AP,582,7
2020-05-29,Tarapacá,CL-TA,2093,14
2020-05-29,Antofagasta,CL-AN,2318,28
2020-05-29,Atacama,CL-AT,207,0
2020-05-29,Coquimbo,CL-CO,537,2
2020-05-29,Valparaíso,CL-VS,2842,61
2020-05-29,Metropolitana,CL-RM,72910,685
2020-05-29,O’Higgins,CL-LI,745,14
2020-05-29,Maule,CL-ML,1180,15
2020-05-29,Ñuble,CL-NB,1242,22
2020-05-29,Biobío,CL-BI,1778,11
2020-05-29,Araucanía,CL-AR,1989,47
2020-05-29,Los Ríos,CL-LR,330,6
2020-05-29,Los Lagos,CL-LL,822,13
2020-05-29,Aysén,CL-AI,16,0
2020-05-29,Magallanes,CL-MA,1047,19
2020-05-30,Arica y Parinacota,CL-AP,588,7
2020-05-30,Tarapacá,CL-TA,2250,18
2020-05-30,Antofagasta,CL-AN,2429,29
2020-05-30,Atacama,CL-AT,215,0
2020-05-30,Coquimbo,CL-CO,597,2
2020-05-30,Valparaíso,CL-VS,3037,63
2020-05-30,Metropolitana,CL-RM,76251,728
2020-05-30,O’Higgins,CL-LI,756,16
2020-05-30,Maule,CL-ML,1256,15
2020-05-30,Ñuble,CL-NB,1256,23
2020-05-30,Biobío,CL-BI,1888,11
2020-05-30,Araucanía,CL-AR,2060,47
2020-05-30,Los Ríos,CL-LR,345,6
2020-05-30,Los Lagos,CL-LL,860,13
2020-05-30,Aysén,CL-AI,16,0
2020-05-30,Magallanes,CL-MA,1054,19
2020-05-31,Arica y Parinacota,CL-AP,619,7
2020-05-31,Tarapacá,CL-TA,2361,21
2020-05-31,Antofagasta,CL-AN,2510,31
2020-05-31,Atacama,CL-AT,218,0
2020-05-31,Coquimbo,CL-CO,628,2
2020-05-31,Valparaíso,CL-VS,3167,66
2020-05-31,Metropolitana,CL-RM,80504,775
2020-05-31,O’Higgins,CL-LI,785,18
2020-05-31,Maule,CL-ML,1297,15
2020-05-31,Ñuble,CL-NB,1257,23
2020-05-31,Biobío,CL-BI,1979,11
2020-05-31,Araucanía,CL-AR,2071,47
2020-05-31,Los Ríos,CL-LR,356,6
2020-05-31,Los Lagos,CL-LL,863,13
2020-05-31,Aysén,CL-AI,17,0
2020-05-31,Magallanes,CL-MA,1056,19
2020-06-01,Arica y Parinacota,CL-AP,636,8
2020-06-01,Tarapacá,CL-TA,2526,22
2020-06-01,Antofagasta,CL-AN,2585,32
2020-06-01,Atacama,CL-AT,232,0
2020-06-01,Coquimbo,CL-CO,668,2
2020-06-01,Valparaíso,CL-VS,3348,70
2020-06-01,Metropolitana,CL-RM,85239,824
2020-06-01,O’Higgins,CL-LI,813,18
2020-06-01,Maule,CL-ML,1341,17
2020-06-01,Ñuble,CL-NB,1290,23
2020-06-01,Biobío,CL-BI,2070,11
2020-06-01,Araucanía,CL-AR,2111,47
2020-06-01,Los Ríos,CL-LR,363,7
2020-06-01,Los Lagos,CL-LL,863,13
2020-06-01,Aysén,CL-AI,17,0
2020-06-01,Magallanes,CL-MA,1056,19
2020-06-03,Arica y Parinacota,CL-AP,701,8
2020-06-03,Tarapacá,CL-TA,2682,28
2020-06-03,Antofagasta,CL-AN,2716,36
2020-06-03,Atacama,CL-AT,242,0
2020-06-03,Coquimbo,CL-CO,718,4
2020-06-03,Valparaíso,CL-VS,3769,77
2020-06-03,Metropolitana,CL-RM,92191,961
2020-06-03,O’Higgins,CL-LI,931,20
2020-06-03,Maule,CL-ML,1595,19
2020-06-03,Ñuble,CL-NB,1329,24
2020-06-03,Biobío,CL-BI,2215,11
2020-06-03,Araucanía,CL-AR,2173,47
2020-06-03,Los Ríos,CL-LR,372,8
2020-06-03,Los Lagos,CL-LL,913,13
2020-06-03,Aysén,CL-AI,18,0
2020-06-03,Magallanes,CL-MA,1063,19
2020-06-04,Arica y Parinacota,CL-AP,736,8
2020-06-04,Tarapacá,CL-TA,2810,28
2020-06-04,Antofagasta,CL-AN,2862,38
2020-06-04,Atacama,CL-AT,258,0
2020-06-04,Coquimbo,CL-CO,772,4
2020-06-04,Valparaíso,CL-VS,4017,78
2020-06-04,Metropolitana,CL-RM,95890,1034
2020-06-04,O’Higgins,CL-LI,967,21
2020-06-04,Maule,CL-ML,1732,21
2020-06-04,Ñuble,CL-NB,1372,24
2020-06-04,Biobío,CL-BI,2301,13
2020-06-04,Araucanía,CL-AR,2182,47
2020-06-04,Los Ríos,CL-LR,379,8
2020-06-04,Los Lagos,CL-LL,926,13
2020-06-04,Aysén,CL-AI,19,0
2020-06-04,Magallanes,CL-MA,1069,19
2020-06-05,Arica y Parinacota,CL-AP,782,9
2020-06-05,Tarapacá,CL-TA,2965,28
2020-06-05,Antofagasta,CL-AN,2924,42
2020-06-05,Atacama,CL-AT,269,0
2020-06-05,Coquimbo,CL-CO,832,5
2020-06-05,Valparaíso,CL-VS,4266,88
2020-06-05,Metropolitana,CL-RM,99066,1105
2020-06-05,O’Higgins,CL-LI,1016,22
2020-06-05,Maule,CL-ML,1834,24
2020-06-05,Ñuble,CL-NB,1429,24
2020-06-05,Biobío,CL-BI,2379,13
2020-06-05,Araucanía,CL-AR,2288,48
2020-06-05,Los Ríos,CL-LR,390,8
2020-06-05,Los Lagos,CL-LL,968,13
2020-06-05,Aysén,CL-AI,19,0
2020-06-05,Magallanes,CL-MA,1072,19
2020-06-06,Arica y Parinacota,CL-AP,819,9
2020-06-06,Tarapacá,CL-TA,3094,30
2020-06-06,Antofagasta,CL-AN,3033,47
2020-06-06,Atacama,CL-AT,281,0
2020-06-06,Coquimbo,CL-CO,898,5
2020-06-06,Valparaíso,CL-VS,4580,91
2020-06-06,Metropolitana,CL-RM,103194,1184
2020-06-06,O’Higgins,CL-LI,1111,25
2020-06-06,Maule,CL-ML,1969,24
2020-06-06,Ñuble,CL-NB,1470,24
2020-06-06,Biobío,CL-BI,2490,13
2020-06-06,Araucanía,CL-AR,2321,49
2020-06-06,Los Ríos,CL-LR,400,8
2020-06-06,Los Lagos,CL-LL,985,13
2020-06-06,Aysén,CL-AI,19,0
2020-06-06,Magallanes,CL-MA,1081,19
2020-06-07,Arica y Parinacota,CL-AP,850,10
2020-06-07,Tarapacá,CL-TA,3250,32
2020-06-07,Antofagasta,CL-AN,3154,47
2020-06-07,Atacama,CL-AT,306,0
2020-06-07,Coquimbo,CL-CO,990,5
2020-06-07,Valparaíso,CL-VS,4862,93
2020-06-07,Metropolitana,CL-RM,108462,1273
2020-06-07,O’Higgins,CL-LI,1183,25
2020-06-07,Maule,CL-ML,2109,24
2020-06-07,Ñuble,CL-NB,1490,25
2020-06-07,Biobío,CL-BI,2595,13
2020-06-07,Araucanía,CL-AR,2377,50
2020-06-07,Los Ríos,CL-LR,417,8
2020-06-07,Los Lagos,CL-LL,1003,13
2020-06-07,Aysén,CL-AI,20,0
2020-06-07,Magallanes,CL-MA,1082,19
2020-06-08,Arica y Parinacota,CL-AP,874,8
2020-06-08,Tarapacá,CL-TA,3392,35
2020-06-08,Antofagasta,CL-AN,3245,45
2020-06-08,Atacama,CL-AT,339,0
2020-06-08,Coquimbo,CL-CO,1123,5
2020-06-08,Valparaíso,CL-VS,5149,85
2020-06-08,Metropolitana,CL-RM,112136,1950
2020-06-08,O’Higgins,CL-LI,1255,22
2020-06-08,Maule,CL-ML,2176,18
2020-06-08,Ñuble,CL-NB,1552,18
2020-06-08,Biobío,CL-BI,2651,11
2020-06-08,Araucanía,CL-AR,2410,32
2020-06-08,Los Ríos,CL-LR,425,8
2020-06-08,Los Lagos,CL-LL,1010,12
2020-06-08,Aysén,CL-AI,21,0
2020-06-08,Magallanes,CL-MA,1088,15
2020-06-09,Arica y Parinacota,CL-AP,914,8
2020-06-09,Tarapacá,CL-TA,3491,35
2020-06-09,Antofagasta,CL-AN,3402,45
2020-06-09,Atacama,CL-AT,348,0
2020-06-09,Coquimbo,CL-CO,1175,5
2020-06-09,Valparaíso,CL-VS,5391,85
2020-06-09,Metropolitana,CL-RM,115126,1968
2020-06-09,O’Higgins,CL-LI,1317,23
2020-06-09,Maule,CL-ML,2289,18
2020-06-09,Ñuble,CL-NB,1584,18
2020-06-09,Biobío,CL-BI,2694,11
2020-06-09,Araucanía,CL-AR,2445,32
2020-06-09,Los Ríos,CL-LR,446,8
2020-06-09,Los Lagos,CL-LL,1028,12
2020-06-09,Aysén,CL-AI,21,0
2020-06-09,Magallanes,CL-MA,1088,15
2020-06-10,Arica y Parinacota,CL-AP,930,10
2020-06-10,Tarapacá,CL-TA,3591,46
2020-06-10,Antofagasta,CL-AN,3559,56
2020-06-10,Atacama,CL-AT,365,0
2020-06-10,Coquimbo,CL-CO,1256,6
2020-06-10,Valparaíso,CL-VS,5614,99
2020-06-10,Metropolitana,CL-RM,119746,2115
2020-06-10,O’Higgins,CL-LI,1442,26
2020-06-10,Maule,CL-ML,2440,18
2020-06-10,Ñuble,CL-NB,1616,20
2020-06-10,Biobío,CL-BI,2846,11
2020-06-10,Araucanía,CL-AR,2448,33
2020-06-10,Los Ríos,CL-LR,452,8
2020-06-10,Los Lagos,CL-LL,1041,12
2020-06-10,Aysén,CL-AI,21,0
2020-06-10,Magallanes,CL-MA,1089,15
