fecha,region,codigo_iso,casos,fallecidos
2020-04-20,Arica y Parinacota,CL-AP,161,2
2020-04-20,Tarapacá,CL-TA,93,0
2020-04-20,Antofagasta,CL-AN,263,1
2020-04-20,Atacama,CL-AT,13,0
2020-04-20,Coquimbo,CL-CO,69,0
2020-04-20,Valparaíso,CL-VS,388,5
2020-04-20,Metropolitana,CL-RM,5643,67
2020-04-20,O’Higgins,CL-LI,56,0
2020-04-20,Maule,CL-ML,304,10
2020-04-20,Ñuble,CL-NB,687,13
2020-04-20,Biobío,CL-BI,626,3
2020-04-20,Araucanía,CL-AR,1045,23
2020-04-20,Los Ríos,CL-LR,162,3
2020-04-20,Los Lagos,CL-LL,424,6
2020-04-20,Aysén,CL-AI,7,0
2020-04-20,Magallanes,CL-MA,566,6
2020-04-21,Arica y Parinacota,CL-AP,170,2
2020-04-21,Tarapacá,CL-TA,104,0
2020-04-21,Antofagasta,CL-AN,291,1
2020-04-21,Atacama,CL-AT,13,0
2020-04-21,Coquimbo,CL-CO,69,0
2020-04-21,Valparaíso,CL-VS,403,6
2020-04-21,Metropolitana,CL-RM,5788,69
2020-04-21,O’Higgins,CL-LI,57,1
2020-04-21,Maule,CL-ML,316,10
2020-04-21,Ñuble,CL-NB,694,13
2020-04-21,Biobío,CL-BI,636,4
2020-04-21,Araucanía,CL-AR,1092,25
2020-04-21,Los Ríos,CL-LR,167,3
2020-04-21,Los Lagos,CL-LL,432,6
2020-04-21,Aysén,CL-AI,7,0
2020-04-21,Magallanes,CL-MA,593,7
2020-04-22,Arica y Parinacota,CL-AP,180,2
2020-04-22,Tarapacá,CL-TA,114,0
2020-04-22,Antofagasta,CL-AN,326,2
2020-04-22,Atacama,CL-AT,13,0
2020-04-22,Coquimbo,CL-CO,70,0
2020-04-22,Valparaíso,CL-VS,421,7
2020-04-22,Metropolitana,CL-RM,6083,78
2020-04-22,O’Higgins,CL-LI,59,1
2020-04-22,Maule,CL-ML,328,10
2020-04-22,Ñuble,CL-NB,703,13
2020-04-22,Biobío,CL-BI,658,5
2020-04-22,Araucanía,CL-AR,1113,26
2020-04-22,Los Ríos,CL-LR,171,3
2020-04-22,Los Lagos,CL-LL,445,6
2020-04-22,Aysén,CL-AI,7,0
2020-04-22,Magallanes,CL-MA,605,7
2020-04-23,Arica y Parinacota,CL-AP,210,2
2020-04-23,Tarapacá,CL-TA,128,0
2020-04-23,Antofagasta,CL-AN,340,2
2020-04-23,Atacama,CL-AT,18,0
2020-04-23,Coquimbo,CL-CO,70,0
2020-04-23,Valparaíso,CL-VS,429,7
2020-04-23,Metropolitana,CL-RM,6434,85
2020-04-23,O’Higgins,CL-LI,76,1
2020-04-23,Maule,CL-ML,333,10
2020-04-23,Ñuble,CL-NB,708,13
2020-04-23,Biobío,CL-BI,675,5
2020-04-23,Araucanía,CL-AR,1142,26
2020-04-23,Los Ríos,CL-LR,173,3
2020-04-23,Los Lagos,CL-LL,454,7
2020-04-23,Aysén,CL-AI,7,0
2020-04-23,Magallanes,CL-MA,615,7
2020-04-24,Arica y Parinacota,CL-AP,239,3
2020-04-24,Tarapacá,CL-TA,134,0
2020-04-24,Antofagasta,CL-AN,366,2
2020-04-24,Atacama,CL-AT,21,0
2020-04-24,Coquimbo,CL-CO,72,0
2020-04-24,Valparaíso,CL-VS,436,8
2020-04-24,Metropolitana,CL-RM,6761,86
2020-04-24,O’Higgins,CL-LI,81,1
2020-04-24,Maule,CL-ML,349,10
2020-04-24,Ñuble,CL-NB,715,14
2020-04-24,Biobío,CL-BI,683,5
2020-04-24,Araucanía,CL-AR,1184,26
2020-04-24,Los Ríos,CL-LR,174,3
2020-04-24,Los Lagos,CL-LL,460,8
2020-04-24,Aysén,CL-AI,7,0
2020-04-24,Magallanes,CL-MA,624,8
2020-04-25,Arica y Parinacota,CL-AP,245,3
2020-04-25,Tarapacá,CL-TA,143,1
2020-04-25,Antofagasta,CL-AN,391,3
2020-04-25,Atacama,CL-AT,24,0
2020-04-25,Coquimbo,CL-CO,73,0
2020-04-25,Valparaíso,CL-VS,454,9
2020-04-25,Metropolitana,CL-RM,7165,89
2020-04-25,O’Higgins,CL-LI,85,1
2020-04-25,Maule,CL-ML,350,10
2020-04-25,Ñuble,CL-NB,725,14
2020-04-25,Biobío,CL-BI,696,5
2020-04-25,Araucanía,CL-AR,1203,27
2020-04-25,Los Ríos,CL-LR,177,3
2020-04-25,Los Lagos,CL-LL,465,8
2020-04-25,Aysén,CL-AI,7,0
2020-04-25,Magallanes,CL-MA,655,8
2020-04-26,Arica y Parinacota,CL-AP,252,3
2020-04-26,Tarapacá,CL-TA,156,1
2020-04-26,Antofagasta,CL-AN,443,4
2020-04-26,Atacama,CL-AT,29,0
2020-04-26,Coquimbo,CL-CO,73,0
2020-04-26,Valparaíso,CL-VS,460,9
2020-04-26,Metropolitana,CL-RM,7496,91
2020-04-26,O’Higgins,CL-LI,92,1
2020-04-26,Maule,CL-ML,354,11
2020-04-26,Ñuble,CL-NB,731,14
2020-04-26,Biobío,CL-BI,703,6
2020-04-26,Araucanía,CL-AR,1216,29
2020-04-26,Los Ríos,CL-LR,178,3
2020-04-26,Los Lagos,CL-LL,473,8
2020-04-26,Aysén,CL-AI,7,0
2020-04-26,Magallanes,CL-MA,668,9
2020-04-27,Arica y Parinacota,CL-AP,265,3
2020-04-27,Tarapacá,CL-TA,164,1
2020-04-27,Antofagasta,CL-AN,457,4
2020-04-27,Atacama,CL-AT,35,0
2020-04-27,Coquimbo,CL-CO,74,0
2020-04-27,Valparaíso,CL-VS,485,9
2020-04-27,Metropolitana,CL-RM,7858,95
2020-04-27,O’Higgins,CL-LI,94,1
2020-04-27,Maule,CL-ML,363,12
2020-04-27,Ñuble,CL-NB,741,14
2020-04-27,Biobío,CL-BI,706,6
2020-04-27,Araucanía,CL-AR,1236,32
2020-04-27,Los Ríos,CL-LR,180,3
2020-04-27,Los Lagos,CL-LL,477,8
2020-04-27,Aysén,CL-AI,7,0
2020-04-27,Magallanes,CL-MA,671,10
2020-04-28,Arica y Parinacota,CL-AP,268,3
2020-04-28,Tarapacá,CL-TA,169,1
2020-04-28,Antofagasta,CL-AN,481,4
2020-04-28,Atacama,CL-AT,35,0
2020-04-28,Coquimbo,CL-CO,74,0
2020-04-28,Valparaíso,CL-VS,493,10
2020-04-28,Metropolitana,CL-RM,8300,100
2020-04-28,O’Higgins,CL-LI,97,1
2020-04-28,Maule,CL-ML,384,12
2020-04-28,Ñuble,CL-NB,747,14
2020-04-28,Biobío,CL-BI,709,7
2020-04-28,Araucanía,CL-AR,1251,32
2020-04-28,Los Ríos,CL-LR,180,4
2020-04-28,Los Lagos,CL-LL,477,9
2020-04-28,Aysén,CL-AI,7,0
2020-04-28,Magallanes,CL-MA,693,10
2020-04-29,Arica y Parinacota,CL-AP,272,4
2020-04-29,Tarapacá,CL-TA,183,1
2020-04-29,Antofagasta,CL-AN,514,4
2020-04-29,Atacama,CL-AT,42,0
2020-04-29,Coquimbo,CL-CO,76,0
2020-04-29,Valparaíso,CL-VS,526,12
2020-04-29,Metropolitana,CL-RM,8639,104
2020-04-29,O’Higgins,CL-LI,104,1
2020-04-29,Maule,CL-ML,392,13
2020-04-29,Ñuble,CL-NB,761,14
2020-04-29,Biobío,CL-BI,719,7
2020-04-29,Araucanía,CL-AR,1273,32
2020-04-29,Los Ríos,CL-LR,182,4
2020-04-29,Los Lagos,CL-LL,481,9
2020-04-29,Aysén,CL-AI,7,0
2020-04-29,Magallanes,CL-MA,714,11
2020-04-30,Arica y Parinacota,CL-AP,279,4
2020-04-30,Tarapacá,CL-TA,198,1
2020-04-30,Antofagasta,CL-AN,546,5
2020-04-30,Atacama,CL-AT,43,0
2020-04-30,Coquimbo,CL-CO,76,0
2020-04-30,Valparaíso,CL-VS,559,12
2020-04-30,Metropolitana,CL-RM,9625,110
2020-04-30,O’Higgins,CL-LI,108,1
2020-04-30,Maule,CL-ML,393,13
2020-04-30,Ñuble,CL-NB,768,14
2020-04-30,Biobío,CL-BI,727,7
2020-04-30,Araucanía,CL-AR,1293,35
2020-04-30,Los Ríos,CL-LR,189,4
2020-04-30,Los Lagos,CL-LL,487,10
2020-04-30,Aysén,CL-AI,7,0
2020-04-30,Magallanes,CL-MA,725,11
2020-05-01,Arica y Parinacota,CL-AP,297,4
2020-05-01,Tarapacá,CL-TA,200,1
2020-05-01,Antofagasta,CL-AN,589,7
2020-05-01,Atacama,CL-AT,43,0
2020-05-01,Coquimbo,CL-CO,77,0
2020-05-01,Valparaíso,CL-VS,568,12
2020-05-01,Metropolitana,CL-RM,10516,114
2020-05-01,O’Higgins,CL-LI,109,1
2020-05-01,Maule,CL-ML,394,13
2020-05-01,Ñuble,CL-NB,768,14
2020-05-01,Biobío,CL-BI,729,7
2020-05-01,Araucanía,CL-AR,1295,36
2020-05-01,Los Ríos,CL-LR,189,4
2020-05-01,Los Lagos,CL-LL,501,10
2020-05-01,Aysén,CL-AI,7,0
2020-05-01,Magallanes,CL-MA,726,11
2020-05-02,Arica y Parinacota,CL-AP,307,4
2020-05-02,Tarapacá,CL-TA,212,1
2020-05-02,Antofagasta,CL-AN,679,7
2020-05-02,Atacama,CL-AT,59,0
2020-05-02,Coquimbo,CL-CO,78,0
2020-05-02,Valparaíso,CL-VS,614,13
2020-05-02,Metropolitana,CL-RM,11661,122
2020-05-02,O’Higgins,CL-LI,120,3
2020-05-02,Maule,CL-ML,396,13
2020-05-02,Ñuble,CL-NB,776,16
2020-05-02,Biobío,CL-BI,751,7
2020-05-02,Araucanía,CL-AR,1314,36
2020-05-02,Los Ríos,CL-LR,196,4
2020-05-02,Los Lagos,CL-LL,513,10
2020-05-02,Aysén,CL-AI,7,0
2020-05-02,Magallanes,CL-MA,752,11
2020-05-03,Arica y Parinacota,CL-AP,308,4
2020-05-03,Tarapacá,CL-TA,272,1
2020-05-03,Antofagasta,CL-AN,740,7
2020-05-03,Atacama,CL-AT,67,0
2020-05-03,Coquimbo,CL-CO,88,0
2020-05-03,Valparaíso,CL-VS,638,13
2020-05-03,Metropolitana,CL-RM,12656,135
2020-05-03,O’Higgins,CL-LI,125,3
2020-05-03,Maule,CL-ML,397,13
2020-05-03,Ñuble,CL-NB,786,16
2020-05-03,Biobío,CL-BI,759,7
2020-05-03,Araucanía,CL-AR,1328,36
2020-05-03,Los Ríos,CL-LR,198,4
2020-05-03,Los Lagos,CL-LL,517,10
2020-05-03,Aysén,CL-AI,7,0
2020-05-03,Magallanes,CL-MA,777,11
2020-05-04,Arica y Parinacota,CL-AP,308,4
2020-05-04,Tarapacá,CL-TA,295,1
2020-05-04,Antofagasta,CL-AN,760,7
2020-05-04,Atacama,CL-AT,70,0
2020-05-04,Coquimbo,CL-CO,91,0
2020-05-04,Valparaíso,CL-VS,656,13
2020-05-04,Metropolitana,CL-RM,13528,143
2020-05-04,O’Higgins,CL-LI,131,3
2020-05-04,Maule,CL-ML,399,13
2020-05-04,Ñuble,CL-NB,787,17
2020-05-04,Biobío,CL-BI,762,8
2020-05-04,Araucanía,CL-AR,1331,36
2020-05-04,Los Ríos,CL-LR,199,4
2020-05-04,Los Lagos,CL-LL,524,10
2020-05-04,Aysén,CL-AI,7,0
2020-05-04,Magallanes,CL-MA,795,11
2020-05-05,Arica y Parinacota,CL-AP,315,4
2020-05-05,Tarapacá,CL-TA,322,1
2020-05-05,Antofagasta,CL-AN,811,7
2020-05-05,Atacama,CL-AT,78,0
2020-05-05,Coquimbo,CL-CO,97,0
2020-05-05,Valparaíso,CL-VS,687,15
2020-05-05,Metropolitana,CL-RM,14707,146
2020-05-05,O’Higgins,CL-LI,136,3
2020-05-05,Maule,CL-ML,408,13
2020-05-05,Ñuble,CL-NB,789,17
2020-05-05,Biobío,CL-BI,774,8
2020-05-05,Araucanía,CL-AR,1352,36
2020-05-05,Los Ríos,CL-LR,199,4
2020-05-05,Los Lagos,CL-LL,525,10
2020-05-05,Aysén,CL-AI,7,0
2020-05-05,Magallanes,CL-MA,809,11
2020-05-06,Arica y Parinacota,CL-AP,318,5
2020-05-06,Tarapacá,CL-TA,339,1
2020-05-06,Antofagasta,CL-AN,855,7
2020-05-06,Atacama,CL-AT,80,0
2020-05-06,Coquimbo,CL-CO,97,0
2020-05-06,Valparaíso,CL-VS,716,16
2020-05-06,Metropolitana,CL-RM,15582,150
2020-05-06,O’Higgins,CL-LI,145,3
2020-05-06,Maule,CL-ML,408,13
2020-05-06,Ñuble,CL-NB,791,17
2020-05-06,Biobío,CL-BI,789,8
2020-05-06,Araucanía,CL-AR,1362,36
2020-05-06,Los Ríos,CL-LR,200,4
2020-05-06,Los Lagos,CL-LL,541,10
2020-05-06,Aysén,CL-AI,7,0
2020-05-06,Magallanes,CL-MA,818,11
2020-05-07,Arica y Parinacota,CL-AP,325,6
2020-05-07,Tarapacá,CL-TA,417,1
2020-05-07,Antofagasta,CL-AN,895,7
2020-05-07,Atacama,CL-AT,87,0
2020-05-07,Coquimbo,CL-CO,100,0
2020-05-07,Valparaíso,CL-VS,781,17
2020-05-07,Metropolitana,CL-RM,16828,152
2020-05-07,O’Higgins,CL-LI,151,3
2020-05-07,Maule,CL-ML,414,13
2020-05-07,Ñuble,CL-NB,793,17
2020-05-07,Biobío,CL-BI,814,8
2020-05-07,Araucanía,CL-AR,1385,36
2020-05-07,Los Ríos,CL-LR,202,4
2020-05-07,Los Lagos,CL-LL,545,10
2020-05-07,Aysén,CL-AI,8,0
2020-05-07,Magallanes,CL-MA,836,11
2020-05-08,Arica y Parinacota,CL-AP,327,6
2020-05-08,Tarapacá,CL-TA,459,1
2020-05-08,Antofagasta,CL-AN,923,9
2020-05-08,Atacama,CL-AT,88,0
2020-05-08,Coquimbo,CL-CO,111,0
2020-05-08,Valparaíso,CL-VS,828,18
2020-05-08,Metropolitana,CL-RM,17979,157
2020-05-08,O’Higgins,CL-LI,167,3
2020-05-08,Maule,CL-ML,425,13
2020-05-08,Ñuble,CL-NB,794,18
2020-05-08,Biobío,CL-BI,842,8
2020-05-08,Araucanía,CL-AR,1403,36
2020-05-08,Los Ríos,CL-LR,203,4
2020-05-08,Los Lagos,CL-LL,548,10
2020-05-08,Aysén,CL-AI,8,0
2020-05-08,Magallanes,CL-MA,867,11
2020-05-09,Arica y Parinacota,CL-AP,337,6
2020-05-09,Tarapacá,CL-TA,485,1
2020-05-09,Antofagasta,CL-AN,947,10
2020-05-09,Atacama,CL-AT,117,0
2020-05-09,Coquimbo,CL-CO,129,0
2020-05-09,Valparaíso,CL-VS,878,19
2020-05-09,Metropolitana,CL-RM,18957,163
2020-05-09,O’Higgins,CL-LI,182,3
2020-05-09,Maule,CL-ML,432,14
2020-05-09,Ñuble,CL-NB,801,18
2020-05-09,Biobío,CL-BI,882,8
2020-05-09,Araucanía,CL-AR,1418,36
2020-05-09,Los Ríos,CL-LR,206,5
2020-05-09,Los Lagos,CL-LL,559,10
2020-05-09,Aysén,CL-AI,8,0
2020-05-09,Magallanes,CL-MA,881,11
2020-05-10,Arica y Parinacota,CL-AP,340,6
2020-05-10,Tarapacá,CL-TA,520,1
2020-05-10,Antofagasta,CL-AN,978,10
2020-05-10,Atacama,CL-AT,124,0
2020-05-10,Coquimbo,CL-CO,135,1
2020-05-10,Valparaíso,CL-VS,933,20
2020-05-10,Metropolitana,CL-RM,20353,166
2020-05-10,O’Higgins,CL-LI,195,3
2020-05-10,Maule,CL-ML,441,14
2020-05-10,Ñuble,CL-NB,812,18
2020-05-10,Biobío,CL-BI,899,8
2020-05-10,Araucanía,CL-AR,1454,37
2020-05-10,Los Ríos,CL-LR,206,5
2020-05-10,Los Lagos,CL-LL,575,10
2020-05-10,Aysén,CL-AI,8,0
2020-05-10,Magallanes,CL-MA,893,13
2020-05-11,Arica y Parinacota,CL-AP,351,7
2020-05-11,Tarapacá,CL-TA,547,1
2020-05-11,Antofagasta,CL-AN,1014,10
2020-05-11,Atacama,CL-AT,133,0
2020-05-11,Coquimbo,CL-CO,140,1
2020-05-11,Valparaíso,CL-VS,970,21
2020-05-11,Metropolitana,CL-RM,21317,172
2020-05-11,O’Higgins,CL-LI,216,4
2020-05-11,Maule,CL-ML,454,14
2020-05-11,Ñuble,CL-NB,814,18
2020-05-11,Biobío,CL-BI,932,8
2020-05-11,Araucanía,CL-AR,1466,38
2020-05-11,Los Ríos,CL-LR,208,5
2020-05-11,Los Lagos,CL-LL,592,10
2020-05-11,Aysén,CL-AI,8,0
2020-05-11,Magallanes,CL-MA,901,14
2020-05-12,Arica y Parinacota,CL-AP,351,7
2020-05-12,Tarapacá,CL-TA,578,1
2020-05-12,Antofagasta,CL-AN,1109,10
2020-05-12,Atacama,CL-AT,134,0
2020-05-12,Coquimbo,CL-CO,148,1
2020-05-12,Valparaíso,CL-VS,1029,23
2020-05-12,Metropolitana,CL-RM,22709,178
2020-05-12,O’Higgins,CL-LI,224,4
2020-05-12,Maule,CL-ML,466,14
2020-05-12,Ñuble,CL-NB,826,19
2020-05-12,Biobío,CL-BI,942,9
2020-05-12,Araucanía,CL-AR,1482,39
2020-05-12,Los Ríos,CL-LR,211,5
2020-05-12,Los Lagos,CL-LL,594,11
2020-05-12,Aysén,CL-AI,8,0
2020-05-12,Magallanes,CL-MA,910,14
2020-05-13,Arica y Parinacota,CL-AP,359,7
2020-05-13,Tarapacá,CL-TA,615,1
2020-05-13,Antofagasta,CL-AN,1216,11
2020-05-13,Atacama,CL-AT,139,0
2020-05-13,Coquimbo,CL-CO,153,1
2020-05-13,Valparaíso,CL-VS,1123,24
2020-05-13,Metropolitana,CL-RM,24965,184
2020-05-13,O’Higgins,CL-LI,248,4
2020-05-13,Maule,CL-ML,485,14
2020-05-13,Ñuble,CL-NB,839,19
2020-05-13,Biobío,CL-BI,975,9
2020-05-13,Araucanía,CL-AR,1495,39
2020-05-13,Los Ríos,CL-LR,212,6
2020-05-13,Los Lagos,CL-LL,628,11
2020-05-13,Aysén,CL-AI,8,0
2020-05-13,Magallanes,CL-MA,921,16
2020-05-14,Arica y Parinacota,CL-AP,363,7
2020-05-14,Tarapacá,CL-TA,682,1
2020-05-14,Antofagasta,CL-AN,1277,11
2020-05-14,Atacama,CL-AT,140,0
2020-05-14,Coquimbo,CL-CO,165,1
2020-05-14,Valparaíso,CL-VS,1213,25
2020-05-14,Metropolitana,CL-RM,27216,202
2020-05-14,O’Higgins,CL-LI,295,4
2020-05-14,Maule,CL-ML,519,14
2020-05-14,Ñuble,CL-NB,849,20
2020-05-14,Biobío,CL-BI,995,9
2020-05-14,Araucanía,CL-AR,1536,41
2020-05-14,Los Ríos,CL-LR,214,6
2020-05-14,Los Lagos,CL-LL,633,11
2020-05-14,Aysén,CL-AI,8,0
2020-05-14,Magallanes,CL-MA,935,16
2020-05-15,Arica y Parinacota,CL-AP,368,7
2020-05-15,Tarapacá,CL-TA,779,2
2020-05-15,Antofagasta,CL-AN,1331,12
2020-05-15,Atacama,CL-AT,143,0
2020-05-15,Coquimbo,CL-CO,180,1
2020-05-15,Valparaíso,CL-VS,1312,27
2020-05-15,Metropolitana,CL-RM,29276,221
2020-05-15,O’Higgins,CL-LI,323,5
2020-05-15,Maule,CL-ML,540,14
2020-05-15,Ñuble,CL-NB,885,20
2020-05-15,Biobío,CL-BI,1036,9
2020-05-15,Araucanía,CL-AR,1564,43
2020-05-15,Los Ríos,CL-LR,219,6
2020-05-15,Los Lagos,CL-LL,641,11
2020-05-15,Aysén,CL-AI,8,0
2020-05-15,Magallanes,CL-MA,937,16
2020-05-16,Arica y Parinacota,CL-AP,377,7
2020-05-16,Tarapacá,CL-TA,845,2
2020-05-16,Antofagasta,CL-AN,1429,12
2020-05-16,Atacama,CL-AT,146,0
2020-05-16,Coquimbo,CL-CO,187,2
2020-05-16,Valparaíso,CL-VS,1365,28
2020-05-16,Metropolitana,CL-RM,30794,246
2020-05-16,O’Higgins,CL-LI,329,5
2020-05-16,Maule,CL-ML,551,14
2020-05-16,Ñuble,CL-NB,921,20
2020-05-16,Biobío,CL-BI,1074,9
2020-05-16,Araucanía,CL-AR,1587,43
2020-05-16,Los Ríos,CL-LR,219,6
2020-05-16,Los Lagos,CL-LL,644,11
2020-05-16,Aysén,CL-AI,8,0
2020-05-16,Magallanes,CL-MA,952,16
2020-05-17,Arica y Parinacota,CL-AP,378,7
2020-05-17,Tarapacá,CL-TA,975,4
2020-05-17,Antofagasta,CL-AN,1505,13
2020-05-17,Atacama,CL-AT,149,0
2020-05-17,Coquimbo,CL-CO,194,2
2020-05-17,Valparaíso,CL-VS,1474,29
2020-05-17,Metropolitana,CL-RM,32684,270
2020-05-17,O’Higgins,CL-LI,366,5
2020-05-17,Maule,CL-ML,573,14
2020-05-17,Ñuble,CL-NB,942,20
2020-05-17,Biobío,CL-BI,1099,9
2020-05-17,Araucanía,CL-AR,1606,44
2020-05-17,Los Ríos,CL-LR,220,6
2020-05-17,Los Lagos,CL-LL,647,11
2020-05-17,Aysén,CL-AI,8,0
2020-05-17,Magallanes,CL-MA,961,16
2020-05-18,Arica y Parinacota,CL-AP,398,7
2020-05-18,Tarapacá,CL-TA,1056,4
2020-05-18,Antofagasta,CL-AN,1589,14
2020-05-18,Atacama,CL-AT,157,0
2020-05-18,Coquimbo,CL-CO,212,2
2020-05-18,Valparaíso,CL-VS,1553,30
2020-05-18,Metropolitana,CL-RM,34451,294
2020-05-18,O’Higgins,CL-LI,418,6
2020-05-18,Maule,CL-ML,602,14
2020-05-18,Ñuble,CL-NB,985,21
2020-05-18,Biobío,CL-BI,1144,9
2020-05-18,Araucanía,CL-AR,1639,44
2020-05-18,Los Ríos,CL-LR,224,6
2020-05-18,Los Lagos,CL-LL,652,11
2020-05-18,Aysén,CL-AI,8,0
2020-05-18,Magallanes,CL-MA,971,16
2020-05-19,Arica y Parinacota,CL-AP,422,7
2020-05-19,Tarapacá,CL-TA,1109,4
2020-05-19,Antofagasta,CL-AN,1648,16
2020-05-19,Atacama,CL-AT,158,0
2020-05-19,Coquimbo,CL-CO,239,2
2020-05-19,Valparaíso,CL-VS,1639,32
2020-05-19,Metropolitana,CL-RM,37591,318
2020-05-19,O’Higgins,CL-LI,442,7
2020-05-19,Maule,CL-ML,640,14
2020-05-19,Ñuble,CL-NB,988,21
2020-05-19,Biobío,CL-BI,1172,9
2020-05-19,Araucanía,CL-AR,1666,44
2020-05-19,Los Ríos,CL-LR,229,6
2020-05-19,Los Lagos,CL-LL,656,12
2020-05-19,Aysén,CL-AI,8,0
2020-05-19,Magallanes,CL-MA,972,17
2020-05-20,Arica y Parinacota,CL-AP,424,7
2020-05-20,Tarapacá,CL-TA,1139,4
2020-05-20,Antofagasta,CL-AN,1731,17
2020-05-20,Atacama,CL-AT,163,0
2020-05-20,Coquimbo,CL-CO,263,2
2020-05-20,Valparaíso,CL-VS,1770,35
2020-05-20,Metropolitana,CL-RM,41179,348
2020-05-20,O’Higgins,CL-LI,455,7
2020-05-20,Maule,CL-ML,680,14
2020-05-20,Ñuble,CL-NB,1011,21
2020-05-20,Biobío,CL-BI,1224,9
2020-05-20,Araucanía,CL-AR,1680,44
2020-05-20,Los Ríos,CL-LR,247,6
2020-05-20,Los Lagos,CL-LL,666,12
2020-05-20,Aysén,CL-AI,8,0
2020-05-20,Magallanes,CL-MA,977,18
2020-05-21,Arica y Parinacota,CL-AP,453,7
2020-05-21,Tarapacá,CL-TA,1246,4
2020-05-21,Antofagasta,CL-AN,1778,17
2020-05-21,Atacama,CL-AT,168,0
2020-05-21,Coquimbo,CL-CO,268,2
2020-05-21,Valparaíso,CL-VS,1887,38
2020-05-21,Metropolitana,CL-RM,44641,388
2020-05-21,O’Higgins,CL-LI,465,7
2020-05-21,Maule,CL-ML,731,15
2020-05-21,Ñuble,CL-NB,1020,21
2020-05-21,Biobío,CL-BI,1263,9
2020-05-21,Araucanía,CL-AR,1715,44
2020-05-21,Los Ríos,CL-LR,258,6
2020-05-21,Los Lagos,CL-LL,693,13
2020-05-21,Aysén,CL-AI,8,0
2020-05-21,Magallanes,CL-MA,987,18
2020-05-22,Arica y Parinacota,CL-AP,471,7
2020-05-22,Tarapacá,CL-TA,1393,5
2020-05-22,Antofagasta,CL-AN,1841,17
2020-05-22,Atacama,CL-AT,175,0
2020-05-22,Coquimbo,CL-CO,281,2
2020-05-22,Valparaíso,CL-VS,2020,40
2020-05-22,Metropolitana,CL-RM,48350,423
2020-05-22,O’Higgins,CL-LI,492,8
2020-05-22,Maule,CL-ML,782,15
2020-05-22,Ñuble,CL-NB,1025,21
2020-05-22,Biobío,CL-BI,1311,10
2020-05-22,Araucanía,CL-AR,1737,45
2020-05-22,Los Ríos,CL-LR,262,6
2020-05-22,Los Lagos,CL-LL,717,13
2020-05-22,Aysén,CL-AI,8,0
2020-05-22,Magallanes,CL-MA,992,18
2020-05-23,Arica y Parinacota,CL-AP,482,7
2020-05-23,Tarapacá,CL-TA,1471,5
2020-05-23,Antofagasta,CL-AN,1897,21
2020-05-23,Atacama,CL-AT,182,0
2020-05-23,Coquimbo,CL-CO,294,2
2020-05-23,Valparaíso,CL-VS,2116,44
2020-05-23,Metropolitana,CL-RM,51399,455
2020-05-23,O’Higgins,CL-LI,518,11
2020-05-23,Maule,CL-ML,823,15
2020-05-23,Ñuble,CL-NB,1077,21
2020-05-23,Biobío,CL-BI,1354,10
2020-05-23,Araucanía,CL-AR,1774,45
2020-05-23,Los Ríos,CL-LR,274,6
2020-05-23,Los Lagos,CL-LL,727,13
2020-05-23,Aysén,CL-AI,8,0
2020-05-23,Magallanes,CL-MA,997,18
2020-05-24,Arica y Parinacota,CL-AP,498,7
2020-05-24,Tarapacá,CL-TA,1564,7
2020-05-24,Antofagasta,CL-AN,1947,21
2020-05-24,Atacama,CL-AT,182,0
2020-05-24,Coquimbo,CL-CO,323,2
2020-05-24,Valparaíso,CL-VS,2230,48
2020-05-24,Metropolitana,CL-RM,54544,494
2020-05-24,O’Higgins,CL-LI,554,11
2020-05-24,Maule,CL-ML,892,15
2020-05-24,Ñuble,CL-NB,1102,21
2020-05-24,Biobío,CL-BI,1414,10
2020-05-24,Araucanía,CL-AR,1808,45
2020-05-24,Los Ríos,CL-LR,290,6
2020-05-24,Los Lagos,CL-LL,736,13
2020-05-24,Aysén,CL-AI,8,0
2020-05-24,Magallanes,CL-MA,1010,18
2020-05-25,Arica y Parinacota,CL-AP,513,7
2020-05-25,Tarapacá,CL-TA,1630,7
2020-05-25,Antofagasta,CL-AN,2015,21
2020-05-25,Atacama,CL-AT,185,0
2020-05-25,Coquimbo,CL-CO,338,2
2020-05-25,Valparaíso,CL-VS,2305,53
2020-05-25,Metropolitana,CL-RM,58930,529
2020-05-25,O’Higgins,CL-LI,588,13
2020-05-25,Maule,CL-ML,953,15
2020-05-25,Ñuble,CL-NB,1139,22
2020-05-25,Biobío,CL-BI,1458,10
2020-05-25,Araucanía,CL-AR,1857,45
2020-05-25,Los Ríos,CL-LR,297,6
2020-05-25,Los Lagos,CL-LL,763,13
2020-05-25,Aysén,CL-AI,10,0
2020-05-25,Magallanes,CL-MA,1016,18
2020-05-26,Arica y Parinacota,CL-AP,522,7
2020-05-26,Tarapacá,CL-TA,1737,8
2020-05-26,Antofagasta,CL-AN,2063,23
2020-05-26,Atacama,CL-AT,188,0
2020-05-26,Coquimbo,CL-CO,384,2
2020-05-26,Valparaíso,CL-VS,2455,57
2020-05-26,Metropolitana,CL-RM,62285,567
2020-05-26,O’Higgins,CL-LI,654,13
2020-05-26,Maule,CL-ML,1013,15
2020-05-26,Ñuble,CL-NB,1147,22
2020-05-26,Biobío,CL-BI,1502,10
2020-05-26,Araucanía,CL-AR,1883,45
2020-05-26,Los Ríos,CL-LR,304,6
2020-05-26,Los Lagos,CL-LL,781,13
